claim_id,agent_action,agent_confidence,agent_reasoning,risk_score,requires_human_review,sla_hours,investigation_depth,fraud_probability,expected_fraud_loss,explanation_summary,anomalies
558938,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,41688.0,Claim 558938 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
275265,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,62304.0,Claim 275265 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
921202,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,58344.0,Claim 921202 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
143972,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,48320.0,Claim 143972 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
183430,approve,0.997,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 183430 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
431876,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 431876 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
285496,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,57216.0,Claim 285496 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
115399,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,78528.0,Claim 115399 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
736882,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,62304.0,Claim 736882 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
699044,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,57200.0,Claim 699044 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
863236,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 863236 approved with 100% confidence. Risk score: 0/100.,
608513,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 608513 approved with 100% confidence. Risk score: 0/100.,
914088,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,55872.0,Claim 914088 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
596785,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,73320.0,Claim 596785 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
908616,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,60480.0,Claim 908616 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
666333,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,53712.0,Claim 666333 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
336614,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 336614 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
584859,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,61688.0,Claim 584859 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
990493,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,51840.0,Claim 990493 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
129872,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,42480.0,Claim 129872 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
200152,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,48160.0,Claim 200152 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
933293,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 933293 approved with 100% confidence. Risk score: 0/100.,
485664,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,49840.0,Claim 485664 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
982871,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,48136.0,Claim 982871 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
206213,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 206213 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
616337,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,77664.0,Claim 616337 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
448961,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,41328.0,Claim 448961 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
790442,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,40896.0,Claim 790442 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
108844,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,45120.0,Claim 108844 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
430029,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,44096.0,Claim 430029 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
529112,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,61688.0,Claim 529112 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
939631,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,50240.0,Claim 939631 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
866931,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 866931 approved with 100% confidence. Risk score: 0/100.,
582011,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,61280.0,Claim 582011 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
691189,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,65440.0,Claim 691189 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
537546,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 537546 approved with 100% confidence. Risk score: 0/100.,
394975,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 394975 approved with 100% confidence. Risk score: 0/100.,
729634,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,56408.0,Claim 729634 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
282195,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 282195 approved with 100% confidence. Risk score: 0/100.,
420810,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,63120.0,Claim 420810 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
524836,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,45144.0,Claim 524836 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
307195,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 307195 approved with 100% confidence. Risk score: 0/100.,
623648,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,52632.0,Claim 623648 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
485372,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,50336.0,Claim 485372 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
598554,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,55584.0,Claim 598554 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
303987,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 303987 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
343161,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,45040.0,Claim 343161 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
519312,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,54816.0,Claim 519312 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
132902,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,47304.0,Claim 132902 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
332867,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,65856.0,Claim 332867 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
356590,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,71760.0,Claim 356590 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
346002,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 346002 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
500533,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,54824.0,Claim 500533 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
348209,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 348209 approved with 100% confidence. Risk score: 0/100.,
486676,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,54648.0,Claim 486676 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
260845,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,49032.0,Claim 260845 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
657045,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 657045 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
761189,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,45696.0,Claim 761189 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
175177,approve,0.997,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 175177 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
116700,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,40968.0,Claim 116700 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
166264,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,71520.0,Claim 166264 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
527945,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,47784.0,Claim 527945 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
627540,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 627540 approved with 100% confidence. Risk score: 0/100.,
279422,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,57760.0,Claim 279422 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
484200,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,40640.0,Claim 484200 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
645258,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 645258 approved with 100% confidence. Risk score: 0/100.,
694662,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 694662 approved with 100% confidence. Risk score: 0/100.,
960680,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 960680 approved with 100% confidence. Risk score: 0/100.,
498140,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,48752.0,Claim 498140 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
498875,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,46640.0,Claim 498875 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
798177,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,54720.0,Claim 798177 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
614763,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,51392.0,Claim 614763 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
679370,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 679370 approved with 100% confidence. Risk score: 0/100.,
958857,approve,0.997,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 958857 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
686816,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,53560.0,Claim 686816 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
127754,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,78672.0,Claim 127754 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
918629,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 918629 approved with 100% confidence. Risk score: 0/100.,
731450,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,56544.0,Claim 731450 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
307447,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,74976.0,Claim 307447 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
992145,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 992145 approved with 100% confidence. Risk score: 0/100.,
900628,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,58344.0,Claim 900628 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
235220,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,51912.0,Claim 235220 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
740019,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 740019 approved with 100% confidence. Risk score: 0/100.,
246882,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 246882 approved with 100% confidence. Risk score: 0/100.,
797613,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,63440.0,Claim 797613 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
193442,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,42240.0,Claim 193442 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
389238,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 389238 approved with 100% confidence. Risk score: 0/100.,
760179,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 760179 approved with 100% confidence. Risk score: 0/100.,
939905,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,74784.0,Claim 939905 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
872814,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 872814 approved with 100% confidence. Risk score: 0/100.,
632627,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,63840.0,Claim 632627 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
283414,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,59360.0,Claim 283414 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
163161,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,56472.0,Claim 163161 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
853360,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,48752.0,Claim 853360 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
776860,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,59760.0,Claim 776860 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
149367,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,56000.0,Claim 149367 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
395269,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,64856.0,Claim 395269 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
981123,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,46176.0,Claim 981123 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
143626,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 143626 approved with 100% confidence. Risk score: 0/100.,
648397,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 648397 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
154982,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,41008.0,Claim 154982 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
330591,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,56320.0,Claim 330591 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
319232,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,72000.0,Claim 319232 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
531640,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,58256.0,Claim 531640 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
368050,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,55440.0,Claim 368050 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
253791,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,61248.0,Claim 253791 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
155724,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,44352.0,Claim 155724 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
824540,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,61704.0,Claim 824540 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
717392,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 717392 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
965768,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 965768 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
414779,approve,0.997,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 414779 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
428230,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 428230 approved with 100% confidence. Risk score: 0/100.,
517240,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,51072.0,Claim 517240 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
469874,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 469874 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
718428,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,67776.0,Claim 718428 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
620215,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,49200.0,Claim 620215 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
618659,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,40800.0,Claim 618659 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
649082,approve,1.0,Selected approve based on expected value $100.0. Prevents estimated $0 in fraud losses at cost of $0.,10,False,24,,0.0,0.0,Claim 649082 approved with 100% confidence. Risk score: 10/100.,Claim-to-premium ratio extremely high (>20x)
437573,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,62496.0,Claim 437573 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
964657,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,55360.0,Claim 964657 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
932502,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 932502 approved with 100% confidence. Risk score: 0/100.,
434507,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,52400.0,Claim 434507 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
935277,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,60896.0,Claim 935277 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
756054,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,58848.0,Claim 756054 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
682387,deny,1.0,Fraud probability 100.0% exceeds auto-deny threshold.,100,True,72,,1.0,41624.0,Claim 682387 denied with 100% confidence. Risk score: 100/100.,Claim-to-premium ratio extremely high (>20x)
456604,approve,1.0,Fraud probability 0.0% below threshold. No anomalies detected.,0,False,24,,0.0,0.0,Claim 456604 approved with 100% confidence. Risk score: 0/100.,
